Year,Area Description,Species,Pounds,Trips,Average Price,Estimated Value
2012,WEST PALM BEACH,HOGFISH,796,29,4.31,3432
2012,WEST PALM BEACH,PORGIES,2746,176,1.23,3382
2012,WEST PALM BEACH,SEA BASS_MIXED,210,6,1.75,368
2012,WEST PALM BEACH,SNAPPER_GREY (MANGROVE),2470,106,2.7,6657
2012,WEST PALM BEACH,SNAPPER_LANE,742,51,2.62,1947
2012,WEST PALM BEACH,SNAPPER_MUTTON,6840,236,3.59,24581
2012,WEST PALM BEACH,SNAPPER_OTHER,138,4,1.19,164
2012,WEST PALM BEACH,SNAPPER_RED,20,1,4.95,99
2012,WEST PALM BEACH,SNAPPER_SILK,151,3,3.91,588
2012,WEST PALM BEACH,SNAPPER_VERMILION,708,16,3.52,2492
2012,WEST PALM BEACH,SNAPPER_YELLOWTAIL,22016,355,3.42,75311
2012,WEST PALM BEACH,TILEFISH (GOLDEN),37092,188,2.84,105397
2012,WEST PALM BEACH,TILEFISH_BLUELINE (GRAY),405,16,2.86,1159
2012,WEST PALM BEACH,TRIGGERFISH,4547,147,0.77,3505
2013,APALACHEE BAY,AMBERJACKS,41465,58,1.2,49560
2013,APALACHEE BAY,GROUPER_GAG,129783,461,4.13,535416
2013,APALACHEE BAY,GROUPER_OTHER,2242,21,2.94,6602
2013,APALACHEE BAY,GROUPER_RED,509882,601,3,1530167
2013,APALACHEE BAY,GROUPER_SCAMP,28192,243,4.06,114505
2013,APALACHEE BAY,GROUPER_SNOWY,3951,21,3.3,13048
2013,APALACHEE BAY,GROUPER_WARSAW,1358,14,2.73,3707
2013,APALACHEE BAY,GROUPER_YELLOWEDGE,34953,21,4.06,141937
2013,APALACHEE BAY,GROUPER_YELLOWFIN,50,1,4.24,210
2013,APALACHEE BAY,GRUNTS,467752,1240,1.02,477281
2013,APALACHEE BAY,HOGFISH,615,18,3.2,1969
2013,APALACHEE BAY,PORGIES,42391,327,1.17,49406
2013,APALACHEE BAY,SEA BASS_MIXED,583056,1345,1.05,610012
2013,APALACHEE BAY,SNAPPER_GREY (MANGROVE),21122,413,2.6,54953
2013,APALACHEE BAY,SNAPPER_LANE,7013,270,2.1,14703
2013,APALACHEE BAY,SNAPPER_MIXED,2,1,0.72,2
2013,APALACHEE BAY,SNAPPER_MUTTON,11,1,1.8,20
2013,APALACHEE BAY,SNAPPER_OTHER,145,3,2.78,405
2013,APALACHEE BAY,SNAPPER_RED,223436,503,3.95,883465
2013,APALACHEE BAY,SNAPPER_SILK,48,4,2.86,137
2013,APALACHEE BAY,SNAPPER_VERMILION,73003,324,2.53,184367
2013,APALACHEE BAY,SNAPPER_YELLOWTAIL,4,1,2.7,12
2013,APALACHEE BAY,TILEFISH (GOLDEN),10946,11,2.74,29949
2013,APALACHEE BAY,TILEFISH_BLUELINE (GRAY),204,6,1.16,236
2013,APALACHEE BAY,TRIGGERFISH,6926,162,1.59,11031
2013,CAPE CANAVERAL,AMBERJACKS,70062,140,1.44,100718
2013,CAPE CANAVERAL,GROUPER_BLACK,77,3,4.19,322
2013,CAPE CANAVERAL,GROUPER_GAG,18082,159,4.36,78850
2013,CAPE CANAVERAL,GROUPER_RED,885,39,4.1,3629
2013,CAPE CANAVERAL,GROUPER_SCAMP,347,19,4.28,1486
2013,CAPE CANAVERAL,GROUPER_SNOWY,7648,81,4.28,32740
2013,CAPE CANAVERAL,GROUPER_YELLOWEDGE,788,17,4.24,3340
2013,CAPE CANAVERAL,GRUNTS,1759,62,0.87,1531
2013,CAPE CANAVERAL,HOGFISH,47,6,3.88,182
2013,CAPE CANAVERAL,PORGIES,1058,21,2.2,2332
2013,CAPE CANAVERAL,SEA BASS_MIXED,21825,151,1.81,39591
2013,CAPE CANAVERAL,SNAPPER_GREY (MANGROVE),8066,133,3.18,25630
2013,CAPE CANAVERAL,SNAPPER_LANE,36,12,3.79,137
2013,CAPE CANAVERAL,SNAPPER_MUTTON,80,7,4.04,323
2013,CAPE CANAVERAL,SNAPPER_OTHER,78,2,0.93,72
2013,CAPE CANAVERAL,SNAPPER_RED,10668,167,4.43,47285
2013,CAPE CANAVERAL,SNAPPER_VERMILION,1301,22,2.73,3552
2013,CAPE CANAVERAL,SNAPPER_YELLOWTAIL,1,1,3.38,4
2013,CAPE CANAVERAL,TILEFISH (GOLDEN),127367,89,2.86,364569
2013,CAPE CANAVERAL,TILEFISH_BLUELINE (GRAY),21,4,2.13,45
2013,CAPE CANAVERAL,TRIGGERFISH,1413,37,2.07,2918
2013,CRYSTAL RIVER-TARPON SPRINGS,AMBERJACKS,24689,99,1.31,32410
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_BLACK,1800,14,4.05,7293
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_GAG,128831,605,4.2,541255
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_OTHER,3266,97,3.04,9919
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_RED,743627,677,3.05,2271776
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_SCAMP,35396,307,3.93,139027
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_SNOWY,4744,18,2.88,13641
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_WARSAW,2466,14,1.57,3871
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_YELLOWEDGE,18864,23,3.96,74727
2013,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_YELLOWFIN,77,1,4.24,325
2013,CRYSTAL RIVER-TARPON SPRINGS,GRUNTS,56034,582,0.79,44279
2013,CRYSTAL RIVER-TARPON SPRINGS,HOGFISH,14353,84,4.2,60233
2013,CRYSTAL RIVER-TARPON SPRINGS,PORGIES,41084,551,1.47,60238
2013,CRYSTAL RIVER-TARPON SPRINGS,SEA BASS_MIXED,1022,146,0.86,876
2013,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_GREY (MANGROVE),25040,350,2.8,70162
2013,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_LANE,732,109,2.28,1669
2013,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_MUTTON,1052,6,2.92,3075
2013,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_OTHER,1025,19,2.8,2866
2013,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_RED,85995,297,4.1,352522
2013,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_SILK,301,12,3.39,1022
2013,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_VERMILION,21646,234,2.9,62714
2013,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_YELLOWTAIL,94,16,3.43,324
2013,CRYSTAL RIVER-TARPON SPRINGS,TILEFISH (GOLDEN),4981,8,2.03,10116
2013,CRYSTAL RIVER-TARPON SPRINGS,TILEFISH_BLUELINE (GRAY),4087,15,1.61,6586
2013,CRYSTAL RIVER-TARPON SPRINGS,TRIGGERFISH,3885,120,2.14,8314
2013,DESTIN,AMBERJACKS,22309,116,1.41,31530
2013,DESTIN,GROUPER_BLACK,19,1,4.24,80
2013,DESTIN,GROUPER_GAG,10716,72,3.82,40944
2013,DESTIN,GROUPER_OTHER,74,8,2.94,218
2013,DESTIN,GROUPER_RED,35504,111,3.27,116202
2013,DESTIN,GROUPER_SCAMP,4216,103,4.31,18155
2013,DESTIN,GROUPER_SNOWY,3633,40,3.09,11212
2013,DESTIN,GROUPER_WARSAW,1040,21,3.09,3215
2013,DESTIN,GROUPER_YELLOWEDGE,39653,27,3.84,152211
2013,DESTIN,PORGIES,25089,192,1.2,30209
2013,DESTIN,SNAPPER_GREY (MANGROVE),443,38,2.21,977
2013,DESTIN,SNAPPER_LANE,314,60,2.65,833
2013,DESTIN,SNAPPER_OTHER,351,10,2.1,737
2013,DESTIN,SNAPPER_RED,370111,203,3.47,1284280
2013,DESTIN,SNAPPER_VERMILION,116258,205,2.95,343535
2013,DESTIN,TILEFISH (GOLDEN),65864,18,2.56,168337
2013,DESTIN,TILEFISH_BLUELINE (GRAY),467,6,2.94,1374
2013,DESTIN,TRIGGERFISH,7966,143,2.15,17101
2013,EVERGLADES,AMBERJACKS,2288,11,0.99,2269
2013,EVERGLADES,GROUPER_BLACK,4653,28,3.69,17150
2013,EVERGLADES,GROUPER_GAG,21820,47,4.07,88744
2013,EVERGLADES,GROUPER_OTHER,3079,25,2.98,9176
2013,EVERGLADES,GROUPER_RED,194139,77,2.98,578891
2013,EVERGLADES,GROUPER_SCAMP,7534,38,3.79,28517
2013,EVERGLADES,GROUPER_SNOWY,8304,15,3.21,26634
2013,EVERGLADES,GROUPER_WARSAW,555,5,2.69,1494
2013,EVERGLADES,GROUPER_YELLOWEDGE,44729,16,3.91,175012
2013,EVERGLADES,GRUNTS,1216,10,1.09,1330
2013,EVERGLADES,HOGFISH,10,1,4.28,41
2013,EVERGLADES,PORGIES,1659,35,1.09,1810
2013,EVERGLADES,SNAPPER_GREY (MANGROVE),1531,32,1.59,2440
2013,EVERGLADES,SNAPPER_LANE,53,8,2.25,119
2013,EVERGLADES,SNAPPER_MUTTON,6390,32,2.13,13629
2013,EVERGLADES,SNAPPER_OTHER,443,9,2.87,1272
2013,EVERGLADES,SNAPPER_RED,16871,30,3.18,53605
2013,EVERGLADES,SNAPPER_SILK,516,12,3.21,1654
2013,EVERGLADES,SNAPPER_VERMILION,158,7,2.58,407
2013,EVERGLADES,SNAPPER_YELLOWTAIL,8298,21,1.02,8427
2013,EVERGLADES,TILEFISH (GOLDEN),5315,7,3.09,16411
2013,EVERGLADES,TILEFISH_BLUELINE (GRAY),3247,11,1.41,4582
2013,EVERGLADES,TRIGGERFISH,30,2,1.95,58
2013,FORT MYERS,AMBERJACKS,13876,76,1.28,17746
2013,FORT MYERS,GROUPER_BLACK,24972,152,3.87,96750
2013,FORT MYERS,GROUPER_GAG,78298,357,4.12,322634
2013,FORT MYERS,GROUPER_OTHER,14506,114,3.08,44714
2013,FORT MYERS,GROUPER_RED,1467449,626,3.01,4414281
2013,FORT MYERS,GROUPER_SCAMP,50761,283,3.74,190060
2013,FORT MYERS,GROUPER_SNOWY,36541,58,3.22,117774
2013,FORT MYERS,GROUPER_WARSAW,2488,24,2.76,6865
2013,FORT MYERS,GROUPER_YELLOWEDGE,122255,55,3.99,488104
2013,FORT MYERS,GROUPER_YELLOWFIN,58,1,3.87,226
2013,FORT MYERS,GRUNTS,7121,96,0.88,6277
2013,FORT MYERS,HOGFISH,625,17,2.56,1598
2013,FORT MYERS,PORGIES,11289,177,1.45,16407
2013,FORT MYERS,SEA BASS_MIXED,20,3,0.9,18
2013,FORT MYERS,SNAPPER_GREY (MANGROVE),20123,548,2.74,55046
2013,FORT MYERS,SNAPPER_LANE,7193,124,3.01,21631
2013,FORT MYERS,SNAPPER_MIXED,10,1,1.58,16
2013,FORT MYERS,SNAPPER_MUTTON,29863,117,2.54,75871
2013,FORT MYERS,SNAPPER_OTHER,2700,32,3.17,8552
2013,FORT MYERS,SNAPPER_RED,75662,232,3.97,300085
2013,FORT MYERS,SNAPPER_SILK,2090,35,3.58,7488
2013,FORT MYERS,SNAPPER_VERMILION,3481,80,2.73,9492
2013,FORT MYERS,SNAPPER_YELLOWTAIL,2214,33,2.79,6174
2013,FORT MYERS,TILEFISH (GOLDEN),4721,23,2.88,13617
2013,FORT MYERS,TILEFISH_BLUELINE (GRAY),12667,23,1.59,20119
2013,FORT MYERS,TRIGGERFISH,819,32,1.35,1108
2013,FORT PIERCE,AMBERJACKS,22757,87,1.13,25812
2013,FORT PIERCE,GROUPER_BLACK,479,17,4.66,2230
2013,FORT PIERCE,GROUPER_GAG,11106,110,4.67,51855
2013,FORT PIERCE,GROUPER_MIXED,38,1,1.27,49
2013,FORT PIERCE,GROUPER_OTHER,322,7,4.18,1346
2013,FORT PIERCE,GROUPER_RED,901,33,3.89,3506
2013,FORT PIERCE,GROUPER_SCAMP,65,10,4.41,289
2013,FORT PIERCE,GROUPER_SNOWY,3241,45,3.98,12908
2013,FORT PIERCE,GROUPER_YELLOWEDGE,1002,13,3.96,3968
2013,FORT PIERCE,GRUNTS,7880,184,0.42,3334
2013,FORT PIERCE,HOGFISH,401,8,3.3,1323
2013,FORT PIERCE,PORGIES,141,36,0.94,133
2013,FORT PIERCE,SEA BASS_MIXED,4180,91,2.08,8688
2013,FORT PIERCE,SNAPPER_GREY (MANGROVE),3771,129,3.92,14793
2013,FORT PIERCE,SNAPPER_LANE,116,11,3.69,429
2013,FORT PIERCE,SNAPPER_MUTTON,335,25,3.37,1130
2013,FORT PIERCE,SNAPPER_OTHER,1455,11,1.83,2663
2013,FORT PIERCE,SNAPPER_RED,1472,31,4.81,7077
2013,FORT PIERCE,SNAPPER_VERMILION,93,15,2.58,239
2013,FORT PIERCE,SNAPPER_YELLOWTAIL,66,4,4.28,284
2013,FORT PIERCE,TILEFISH (GOLDEN),126960,139,2.88,365654
2013,FORT PIERCE,TILEFISH_BLUELINE (GRAY),158,11,1.34,211
2013,FORT PIERCE,TRIGGERFISH,959,51,1.95,1874
2013,JACKSONVILLE,AMBERJACKS,131418,249,1.2,157528
2013,JACKSONVILLE,GROUPER_GAG,33121,117,4.35,144192
2013,JACKSONVILLE,GROUPER_OTHER,389,47,2.58,1006
2013,JACKSONVILLE,GROUPER_RED,1579,34,2.91,4588
2013,JACKSONVILLE,GROUPER_SCAMP,14422,109,4.34,62650
2013,JACKSONVILLE,GROUPER_SNOWY,1805,20,3.9,7033
2013,JACKSONVILLE,GROUPER_YELLOWEDGE,12,1,4.03,50
2013,JACKSONVILLE,GRUNTS,697,91,0.83,575
2013,JACKSONVILLE,HOGFISH,159,6,3.15,501
2013,JACKSONVILLE,PORGIES,23122,174,1.94,44896
2013,JACKSONVILLE,SEA BASS_MIXED,2957,78,1.76,5193
2013,JACKSONVILLE,SNAPPER_GREY (MANGROVE),9202,167,2.07,19013
2013,JACKSONVILLE,SNAPPER_MUTTON,13167,140,2.77,36488
2013,JACKSONVILLE,SNAPPER_OTHER,432,6,1.66,716
2013,JACKSONVILLE,SNAPPER_RED,3117,47,4.61,14377
2013,JACKSONVILLE,SNAPPER_SILK,107,13,2.79,298
2013,JACKSONVILLE,SNAPPER_VERMILION,212449,221,3.18,676053
2013,JACKSONVILLE,SNAPPER_YELLOWTAIL,581,15,3.17,1841
2013,JACKSONVILLE,TILEFISH_BLUELINE (GRAY),21,1,1.79,38
2013,JACKSONVILLE,TRIGGERFISH,57845,156,1.87,108428
2013,KEY WEST,AMBERJACKS,66820,151,1.46,97284
2013,KEY WEST,GROUPER_BLACK,19268,310,4.03,77674
2013,KEY WEST,GROUPER_GAG,548,30,4.17,2286
2013,KEY WEST,GROUPER_OTHER,94,26,2.44,228
2013,KEY WEST,GROUPER_RED,10076,287,3.61,36395
2013,KEY WEST,GROUPER_SCAMP,215,13,4.22,907
2013,KEY WEST,GROUPER_SNOWY,16088,164,3.89,62569
2013,KEY WEST,GROUPER_YELLOWEDGE,1552,44,4.25,6597
2013,KEY WEST,GROUPER_YELLOWFIN,31,2,3.64,113
2013,KEY WEST,GRUNTS,11402,296,1.06,12124
2013,KEY WEST,HOGFISH,8048,326,3.68,29622
2013,KEY WEST,PORGIES,3047,152,1.82,5544
2013,KEY WEST,SNAPPER_GREY (MANGROVE),56588,652,2.09,118126
2013,KEY WEST,SNAPPER_LANE,2226,86,2.17,4832
2013,KEY WEST,SNAPPER_MUTTON,17625,506,2.85,50257
2013,KEY WEST,SNAPPER_OTHER,803,24,2.28,1828
2013,KEY WEST,SNAPPER_RED,249,7,3.21,800
2013,KEY WEST,SNAPPER_SILK,1399,18,3.29,4608
2013,KEY WEST,SNAPPER_VERMILION,87,6,2.42,211
2013,KEY WEST,SNAPPER_YELLOWTAIL,530777,1996,2.79,1482199
2013,KEY WEST,TILEFISH (GOLDEN),1245,26,4.25,5292
2013,KEY WEST,TILEFISH_BLUELINE (GRAY),4421,85,2.26,9971
2013,KEY WEST,TRIGGERFISH,3595,132,1.67,6006
2013,MARATHON,AMBERJACKS,83555,146,1.1,91610
2013,MARATHON,GROUPER_BLACK,22900,252,3.75,85787
2013,MARATHON,GROUPER_GAG,568,19,3.73,2118
2013,MARATHON,GROUPER_OTHER,721,22,3.38,2437
2013,MARATHON,GROUPER_RED,3058,79,2.92,8926
2013,MARATHON,GROUPER_SNOWY,4084,49,3.45,14077
2013,MARATHON,GROUPER_YELLOWEDGE,603,15,3.57,2154
2013,MARATHON,GROUPER_YELLOWFIN,34,1,3.39,116
2013,MARATHON,GRUNTS,3635,82,1.23,4482
2013,MARATHON,HOGFISH,2398,99,3.68,8822
2013,MARATHON,PORGIES,6703,55,1.11,7459
2013,MARATHON,SNAPPER_GREY (MANGROVE),37217,408,2.35,87346
2013,MARATHON,SNAPPER_LANE,454,25,2.41,1094
2013,MARATHON,SNAPPER_MIXED,8,1,2.25,18
2013,MARATHON,SNAPPER_MUTTON,14247,284,2.85,40641
2013,MARATHON,SNAPPER_OTHER,1541,23,3.08,4748
2013,MARATHON,SNAPPER_RED,182,4,3.36,611
2013,MARATHON,SNAPPER_SILK,187,3,3.58,670
2013,MARATHON,SNAPPER_VERMILION,554,6,2.77,1536
2013,MARATHON,SNAPPER_YELLOWTAIL,430551,1343,2.87,1235050
2013,MARATHON,TILEFISH (GOLDEN),8,1,2.23,18
2013,MARATHON,TILEFISH_BLUELINE (GRAY),1907,51,2.09,3993
2013,MARATHON,TRIGGERFISH,1075,40,2.35,2523
2013,MIAMI,AMBERJACKS,206603,327,1.21,250849
2013,MIAMI,GROUPER_BLACK,8287,188,3.54,29300
2013,MIAMI,GROUPER_GAG,438,25,3.77,1652
2013,MIAMI,GROUPER_OTHER,23,5,1.69,39
2013,MIAMI,GROUPER_RED,1028,66,3.23,3321
2013,MIAMI,GROUPER_SCAMP,27,2,3.48,95
2013,MIAMI,GROUPER_SNOWY,7345,70,3.43,25190
2013,MIAMI,GRUNTS,3964,103,1.11,4397
2013,MIAMI,HOGFISH,1431,128,3.07,4396
2013,MIAMI,PORGIES,1369,32,1.02,1393
2013,MIAMI,SNAPPER_GREY (MANGROVE),4969,115,2.53,12561
2013,MIAMI,SNAPPER_LANE,112,2,2.25,252
2013,MIAMI,SNAPPER_MUTTON,11696,445,2.8,32712
2013,MIAMI,SNAPPER_OTHER,3116,35,1.7,5288
2013,MIAMI,SNAPPER_RED,131,2,2.7,354
2013,MIAMI,SNAPPER_SILK,385,7,2.34,900
2013,MIAMI,SNAPPER_VERMILION,676,10,2.9,1960
2013,MIAMI,SNAPPER_YELLOWTAIL,46034,473,3.17,145961
2013,MIAMI,TILEFISH (GOLDEN),1628,13,3.09,5026
2013,MIAMI,TILEFISH_BLUELINE (GRAY),258,10,2.09,540
2013,MIAMI,TRIGGERFISH,1648,86,1.39,2294
2013,Out-of-State,AMBERJACKS,44018,97,1.42,62448
2013,Out-of-State,GROUPER_GAG,12639,85,4.12,52011
2013,Out-of-State,GROUPER_OTHER,224,20,2.87,645
2013,Out-of-State,GROUPER_RED,31362,71,2.82,88520
2013,Out-of-State,GROUPER_SCAMP,10809,110,4.07,43965
2013,Out-of-State,GROUPER_SNOWY,3725,37,3.05,11369
2013,Out-of-State,GROUPER_WARSAW,3653,32,2.83,10353
2013,Out-of-State,GROUPER_YELLOWEDGE,38831,29,3.58,138844
2013,Out-of-State,GRUNTS,310,15,0.81,252
2013,Out-of-State,HOGFISH,118,2,3.15,371
2013,Out-of-State,PORGIES,25406,126,1.28,32579
2013,Out-of-State,SEA BASS_MIXED,633,20,1.8,1141
2013,Out-of-State,SNAPPER_GREY (MANGROVE),943,43,1.94,1834
2013,Out-of-State,SNAPPER_LANE,424,47,2.55,1081
2013,Out-of-State,SNAPPER_MUTTON,654,11,2.71,1774
2013,Out-of-State,SNAPPER_OTHER,95,7,1.43,136
2013,Out-of-State,SNAPPER_RED,339902,99,4.16,1414546
2013,Out-of-State,SNAPPER_SILK,147,4,2.23,327
2013,Out-of-State,SNAPPER_VERMILION,135923,125,3.13,425113
2013,Out-of-State,TILEFISH (GOLDEN),39392,13,2.61,102880
2013,Out-of-State,TILEFISH_BLUELINE (GRAY),189,16,1.19,226
2013,Out-of-State,TRIGGERFISH,5009,56,1.91,9579
2013,PANAMA CITY,AMBERJACKS,105657,290,1.35,142227
2013,PANAMA CITY,GROUPER_GAG,143388,606,4.22,605005
2013,PANAMA CITY,GROUPER_OTHER,2225,57,3.05,6787
2013,PANAMA CITY,GROUPER_RED,297663,659,3.1,924064
2013,PANAMA CITY,GROUPER_SCAMP,39185,440,4.17,163392
2013,PANAMA CITY,GROUPER_SNOWY,8267,47,3.27,27072
2013,PANAMA CITY,GROUPER_WARSAW,6796,55,2.88,19538
2013,PANAMA CITY,GROUPER_YELLOWEDGE,59896,42,4.08,244617
2013,PANAMA CITY,GRUNTS,1936,26,0.55,1065
2013,PANAMA CITY,PORGIES,194293,675,1.15,223813
2013,PANAMA CITY,SEA BASS_MIXED,496,15,1.26,624
2013,PANAMA CITY,SNAPPER_GREY (MANGROVE),13597,424,1.98,26855
2013,PANAMA CITY,SNAPPER_LANE,2832,334,2.42,6866
2013,PANAMA CITY,SNAPPER_MUTTON,87,3,2.6,227
2013,PANAMA CITY,SNAPPER_OTHER,14431,31,0.51,7316
2013,PANAMA CITY,SNAPPER_RED,677219,729,3.7,2502799
2013,PANAMA CITY,SNAPPER_SILK,30,5,1.93,58
2013,PANAMA CITY,SNAPPER_VERMILION,471287,716,2.78,1311212
2013,PANAMA CITY,SNAPPER_YELLOWTAIL,9,2,1.13,10
2013,PANAMA CITY,TILEFISH (GOLDEN),34089,23,2.42,82413
2013,PANAMA CITY,TILEFISH_BLUELINE (GRAY),170,17,0.7,119
2013,PANAMA CITY,TRIGGERFISH,22635,516,1.75,39703
2013,PENSACOLA,AMBERJACKS,12876,67,1.35,17388
2013,PENSACOLA,GROUPER_GAG,4898,96,3.01,14733
2013,PENSACOLA,GROUPER_OTHER,131,9,2.6,340
2013,PENSACOLA,GROUPER_RED,4124,102,2.68,11057
2013,PENSACOLA,GROUPER_SCAMP,6155,141,3.35,20589
2013,PENSACOLA,GROUPER_SNOWY,4326,39,2.91,12591
2013,PENSACOLA,GROUPER_WARSAW,2293,18,2.59,5929
2013,PENSACOLA,GROUPER_YELLOWEDGE,30849,23,3.89,120004
2013,PENSACOLA,GRUNTS,32,2,1.93,62
2013,PENSACOLA,PORGIES,32389,203,1.25,40438
2013,PENSACOLA,SEA BASS_MIXED,9,2,0.57,5
2013,PENSACOLA,SNAPPER_GREY (MANGROVE),78,10,2.18,169
2013,PENSACOLA,SNAPPER_LANE,114,20,2.27,260
2013,PENSACOLA,SNAPPER_OTHER,1,1,1.58,2
2013,PENSACOLA,SNAPPER_RED,256657,258,2.91,747340
2013,PENSACOLA,SNAPPER_VERMILION,160571,206,2.87,461212
2013,PENSACOLA,TILEFISH (GOLDEN),30359,14,2.66,80771
2013,PENSACOLA,TILEFISH_BLUELINE (GRAY),45,6,0.84,38
2013,PENSACOLA,TRIGGERFISH,7609,153,1.57,11954
2013,ST. AUGUSTINE,AMBERJACKS,130441,253,1.3,169302
2013,ST. AUGUSTINE,GROUPER_BLACK,9,1,4.45,42
2013,ST. AUGUSTINE,GROUPER_GAG,33384,155,4.19,139883
2013,ST. AUGUSTINE,GROUPER_OTHER,184,25,2.86,527
2013,ST. AUGUSTINE,GROUPER_RED,3044,71,3.54,10772
2013,ST. AUGUSTINE,GROUPER_SCAMP,4745,81,4.26,20213
2013,ST. AUGUSTINE,GROUPER_SNOWY,7322,76,3.86,28266
2013,ST. AUGUSTINE,GROUPER_YELLOWEDGE,221,7,4.18,923
2013,ST. AUGUSTINE,GRUNTS,920,70,0.86,794
2013,ST. AUGUSTINE,HOGFISH,622,16,3.45,2142
2013,ST. AUGUSTINE,PORGIES,20036,183,1.8,36025
2013,ST. AUGUSTINE,SEA BASS_MIXED,25927,129,1.82,47221
2013,ST. AUGUSTINE,SNAPPER_GREY (MANGROVE),16783,237,2.61,43761
2013,ST. AUGUSTINE,SNAPPER_LANE,36,11,3.26,116
2013,ST. AUGUSTINE,SNAPPER_MUTTON,5949,77,2.64,15714
2013,ST. AUGUSTINE,SNAPPER_OTHER,434,8,1.46,635
2013,ST. AUGUSTINE,SNAPPER_RED,7314,100,4.56,33358
2013,ST. AUGUSTINE,SNAPPER_SILK,3,2,3.15,11
2013,ST. AUGUSTINE,SNAPPER_VERMILION,122503,204,2.98,364454
2013,ST. AUGUSTINE,SNAPPER_YELLOWTAIL,446,7,2.91,1301
2013,ST. AUGUSTINE,TILEFISH (GOLDEN),180776,75,2.79,504892
2013,ST. AUGUSTINE,TILEFISH_BLUELINE (GRAY),273,12,1.37,376
2013,ST. AUGUSTINE,TRIGGERFISH,32299,167,2.01,64817
2013,TAMPA,AMBERJACKS,36846,78,1.32,48606
2013,TAMPA,GROUPER_BLACK,6993,69,3.71,25957
2013,TAMPA,GROUPER_GAG,140686,643,4.1,577325
2013,TAMPA,GROUPER_OTHER,12772,121,2.88,36779
2013,TAMPA,GROUPER_RED,1968091,849,2.94,5794405
2013,TAMPA,GROUPER_SCAMP,63348,437,3.75,237335
2013,TAMPA,GROUPER_SNOWY,15172,38,3.11,47126
2013,TAMPA,GROUPER_WARSAW,1004,14,2.55,2559
2013,TAMPA,GROUPER_YELLOWEDGE,76940,42,3.73,287022
2013,TAMPA,GROUPER_YELLOWFIN,8,1,4.24,35
2013,TAMPA,GRUNTS,40577,410,1.01,40965
2013,TAMPA,HOGFISH,6018,78,4.16,25055
2013,TAMPA,PORGIES,22778,329,1.23,27966
2013,TAMPA,SEA BASS_MIXED,879,45,0.94,824
2013,TAMPA,SNAPPER_GREY (MANGROVE),22499,532,2.54,57160
2013,TAMPA,SNAPPER_LANE,1182,161,1.63,1922
2013,TAMPA,SNAPPER_MUTTON,4559,29,2.13,9727
2013,TAMPA,SNAPPER_OTHER,686,15,2.37,1627
2013,TAMPA,SNAPPER_RED,130975,409,3.94,516319
2013,TAMPA,SNAPPER_SILK,282,27,3.24,911
2013,TAMPA,SNAPPER_VERMILION,22721,220,2.67,60767
2013,TAMPA,SNAPPER_YELLOWTAIL,116,17,2.6,302
2013,TAMPA,TILEFISH (GOLDEN),2993,12,2.27,6789
2013,TAMPA,TILEFISH_BLUELINE (GRAY),27541,24,1.03,28448
2013,TAMPA,TRIGGERFISH,2192,65,1.06,2321
2013,TORTUGAS,AMBERJACKS,35459,114,1.28,45408
2013,TORTUGAS,GROUPER_BLACK,23804,147,3.83,91188
2013,TORTUGAS,GROUPER_GAG,8765,40,4.13,36231
2013,TORTUGAS,GROUPER_OTHER,3263,49,2.87,9379
2013,TORTUGAS,GROUPER_RED,147473,221,3.02,445654
2013,TORTUGAS,GROUPER_SCAMP,10081,56,3.73,37583
2013,TORTUGAS,GROUPER_SNOWY,17878,56,3.21,57428
2013,TORTUGAS,GROUPER_WARSAW,354,5,2.65,939
2013,TORTUGAS,GROUPER_YELLOWEDGE,16895,37,3.94,66621
2013,TORTUGAS,GROUPER_YELLOWFIN,72,3,3.93,283
2013,TORTUGAS,GRUNTS,6441,159,1,6448
2013,TORTUGAS,HOGFISH,2155,85,3.17,6839
2013,TORTUGAS,PORGIES,5194,118,1.11,5772
2013,TORTUGAS,SNAPPER_GREY (MANGROVE),26758,272,2.01,53836
2013,TORTUGAS,SNAPPER_LANE,475,33,2.1,997
2013,TORTUGAS,SNAPPER_MUTTON,66529,287,2.39,159004
2013,TORTUGAS,SNAPPER_OTHER,5952,39,2.88,17146
2013,TORTUGAS,SNAPPER_RED,4790,32,3.91,18725
2013,TORTUGAS,SNAPPER_SILK,10648,38,3.5,37318
2013,TORTUGAS,SNAPPER_VERMILION,528,22,2.51,1326
